Price,Adj Close,Close,High,Low,Open,Volume
Ticker,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS,KOTAKBANK.NS
Date,,,,,,
2001-07-02,2.2207956314086914,2.4024999141693115,2.4749999046325684,2.4000000953674316,2.4024999141693115,110800
2001-07-03,2.218484401702881,2.4000000953674316,2.4749999046325684,2.375,2.4749999046325684,77520
2001-07-04,2.236971855163574,2.4200000762939453,2.450000047683716,2.387500047683716,2.424999952316284,49360
2001-07-05,2.2323503494262695,2.4149999618530273,2.4725000858306885,2.4000000953674316,2.450000047683716,62700
2001-07-06,2.218484401702881,2.4000000953674316,2.424999952316284,2.3499999046325684,2.424999952316284,117800
2001-07-09,2.1999969482421875,2.380000114440918,2.424999952316284,2.3499999046325684,2.375,142180
2001-07-10,2.163022756576538,2.3399999141693115,2.4000000953674316,2.299999952316284,2.3524999618530273,94600
2001-07-11,2.1260478496551514,2.299999952316284,2.4749999046325684,2.299999952316284,2.4749999046325684,77780
2001-07-12,2.1260478496551514,2.299999952316284,2.3499999046325684,2.299999952316284,2.325000047683716,35400
2001-07-13,2.079828977584839,2.25,2.3949999809265137,2.25,2.299999952316284,80000
2001-07-16,2.05672025680542,2.2249999046325684,2.299999952316284,2.2249999046325684,2.25,41900
2001-07-17,2.086761713027954,2.257499933242798,2.299999952316284,2.200000047683716,2.200000047683716,89780
2001-07-18,2.075207471847534,2.244999885559082,2.2725000381469727,2.1050000190734863,2.25,60800
2001-07-19,2.0590312480926514,2.2274999618530273,2.25,2.2049999237060547,2.234999895095825,69100
2001-07-20,2.0151238441467285,2.180000066757202,2.247499942779541,2.177500009536743,2.200000047683716,57060
2001-07-23,2.0336108207702637,2.200000047683716,2.200000047683716,2.0824999809265137,2.0824999809265137,2100
2001-07-24,1.8464263677597046,1.997499942779541,2.174999952316284,1.774999976158142,1.774999976158142,94120
2001-07-25,1.9249968528747559,2.0824999809265137,2.119999885559082,1.934999942779541,1.9874999523162842,144780
2001-07-26,1.9411733150482178,2.0999999046325684,2.117500066757202,2.0325000286102295,2.0999999046325684,74480
2001-07-27,1.9550399780273438,2.115000009536743,2.125,2.055000066757202,2.0975000858306885,94060
2001-07-30,1.9157536029815674,2.072499990463257,2.112499952316284,2.005000114440918,2.005000114440918,67840
2001-07-31,1.9411733150482178,2.0999999046325684,2.125,2.052500009536743,2.052500009536743,55520
2001-08-01,1.9619725942611694,2.122499942779541,2.1500000953674316,2.0999999046325684,2.1024999618530273,89700
2001-08-02,1.9504175186157227,2.109999895095825,2.125,2.075000047683716,2.1050000190734863,37340
2001-08-03,1.9897035360336304,2.1524999141693115,2.1575000286102295,2.0999999046325684,2.1500000953674316,93360
2001-08-06,1.9873933792114258,2.1500000953674316,2.1624999046325684,2.1500000953674316,2.1500000953674316,2022020
2001-08-07,1.9781492948532104,2.140000104904175,2.174999952316284,2.125,2.1500000953674316,126520
